Match ID,Name,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,constant_1,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,R_kd_bout,B_kd_bout,R_sig_str_landed_bout,B_sig_str_landed_bout,R_sig_str_attempted_bout,B_sig_str_attempted_bout,R_sig_str_pct_bout,B_sig_str_pct_bout,R_tot_str_landed_bout,B_tot_str_landed_bout,R_tot_str_attempted_bout,B_tot_str_attempted_bout,R_td_landed_bout,B_td_landed_bout,R_td_attempted_bout,B_td_attempted_bout,R_td_pct_bout,B_td_pct_bout,R_sub_attempts_bout,B_sub_attempts_bout,R_pass_bout,B_pass_bout,R_rev_bout,B_rev_bout
3367,Ryan LaFlare,110,-120,110.0,83.33333333,12/14/2013,"Sacramento, California, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,56.0,0.425,0.5,5.5,0.625,2,0,6,0,0,0,2,0,0,0,2,Southpaw,185.42,187.96,170,0,2,0,80.57142857,0.35714285700000004,0.428571429,1.714285714,0.287142857,3,2,20,1,0,1,2,0,2,0,5,Orthodox,180.34,190.5,170,29,30,0,0,-1,-3,2,-14,-1,0,-2,5.08,-2.54,-1,-24.57142857,0.071428571,3.785714286,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,54.0,68.0,187.0,206.0,0.28,0.33,62.0,71.0,199.0,209.0,4.0,4.0,6.0,7.0,0.66,0.57,2.0,1.0,1.0,1.0,0.0,0.0
3368,Edson Barboza,255,-280,255.0,35.71428571,12/14/2013,"Sacramento, California, USA", USA,Blue,False,Lightweight,MALE,3,0,2,0,39.57142857,0.47428571399999997,0.0,0.571428571,0.28571428600000004,4,1,16,0,0,1,1,4,0,0,6,Orthodox,180.34,190.5,155,0,2,0,33.0,0.51125,0.125,3.25,0.47125,3,2,21,0,0,1,4,1,0,0,6,Orthodox,175.26,180.34,155,34,27,0,0,1,0,1,-5,0,3,0,5.08,10.16,7,6.57142857,-0.125,-2.6785714290000002,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,M-DEC,,3.0,5:00,900.0,0.0,1.0,55.0,43.0,125.0,123.0,0.44,0.34,67.0,43.0,140.0,125.0,1.0,0.0,10.0,1.0,0.1,0.0,1.0,1.0,3.0,1.0,0.0,0.0
3369,Bobby Green,140,-150,140.0,66.66666667,12/14/2013,"Sacramento, California, USA", USA,Red,False,Lightweight,MALE,3,3,0,0,36.66666667,0.443333333,0.666666667,1.6666666669999999,0.236666667,0,3,7,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,155,0,2,0,37.0,0.485,0.5,0.5,0.5,2,0,4,0,0,0,0,1,1,0,2,Orthodox,177.8,180.34,155,27,30,-3,-2,-2,-2,-3,3,0,-1,-1,5.08,7.62,-3,-0.33333333,0.166666667,1.166666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,80.0,59.0,138.0,227.0,0.57,0.25,93.0,105.0,152.0,285.0,3.0,2.0,6.0,9.0,0.5,0.22,0.0,0.0,0.0,0.0,0.0,0.0
3370,Zach Makovsky,-220,200,45.45454545,200.0,12/14/2013,"Sacramento, California, USA", USA,Blue,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,1,0,0,43.83333333,0.45,0.166666667,1.166666667,0.36,2,3,14,0,0,0,1,1,1,0,3,Orthodox,165.1,167.64,135,31,30,1,0,-2,-3,3,-14,0,-1,-1,-2.54,-5.08,1,-43.83333333,-0.166666667,-1.166666667,0,1,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,31.0,26.0,81.0,81.0,0.38,0.32,45.0,34.0,95.0,91.0,1.0,6.0,5.0,17.0,0.2,0.35,1.0,1.0,2.0,3.0,2.0,1.0
3371,Sam Stout,-265,245,37.73584906,245.0,12/14/2013,"Sacramento, California, USA", USA,Red,False,Lightweight,MALE,3,0,1,0,10.5,0.235,1.5,1.333333333,0.26666666699999997,1,3,10,0,0,0,1,0,2,0,3,Switch,182.88,182.88,155,1,0,0,56.9375,0.27625,0.0625,0.5625,0.208125,2,8,44,0,0,3,4,1,0,0,8,Orthodox,175.26,177.8,155,29,25,1,1,-1,-5,5,-34,0,-1,2,7.62,5.08,4,-46.4375,1.4375,0.770833333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,54.0,31.0,189.0,90.0,0.28,0.34,59.0,37.0,194.0,99.0,1.0,1.0,2.0,13.0,0.5,0.7,1.0,0.0,0.0,1.0,0.0,0.0
3372,Abel Trujillo,130,-140,130.0,71.42857143,12/14/2013,"Sacramento, California, USA", USA,Red,False,Lightweight,MALE,3,2,0,0,35.0,0.38,1.5,2.5,0.9,0,2,4,0,0,0,0,0,0,0,0,Orthodox,175.26,172.72,155,2,0,0,39.33333333,0.5066666670000001,0.666666667,1.0,1.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,172.72,177.8,155,30,31,0,0,-1,-1,0,-3,0,-1,0,2.54,-5.08,-1,-4.33333333,0.833333333,1.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,1:35,395.0,0.0,0.0,43.0,9.0,64.0,33.0,0.67,0.27,48.0,16.0,69.0,41.0,5.0,0.0,6.0,1.0,0.83,0.0,0.0,0.0,2.0,0.0,0.0,0.0
3373,Alptekin Ozkilic,210,-230,210.0,43.47826087,12/14/2013,"Sacramento, California, USA", USA,Blue,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,165.1,125,1,0,0,11.0,0.44,1.0,0.666666667,0.22,2,1,7,0,0,0,1,0,1,0,2,Orthodox,167.64,162.56,125,34,27,1,0,-2,-2,1,-7,0,0,-1,-2.54,2.54,7,-11.0,-1.0,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,0.0,33.0,27.0,71.0,116.0,0.46,0.23,50.0,44.0,92.0,141.0,2.0,3.0,10.0,3.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3374,Mauricio Rua,125,-135,125.0,74.07407407,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,False,Light Heavyweight,MALE,3,1,0,0,33.42857143,0.611428571,0.14285714300000002,1.571428571,0.211428571,4,2,13,0,0,0,2,3,0,0,5,Orthodox,187.96,190.5,185,2,0,0,40.0,0.47272727299999995,0.363636364,1.454545455,0.21,2,6,30,3,0,0,0,5,0,0,5,Orthodox,185.42,193.04,205,32,32,1,0,2,0,4,-17,-3,-2,0,2.54,-2.54,0,-6.57142857,-0.22077922100000003,0.116883116,0,1,,9,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,1:03,63.0,,,,,,,,,,,,,,,,,,,,,,,,
3375,Ryan Bader,-525,450,19.04761905,450.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,False,Light Heavyweight,MALE,3,0,1,0,15.25,0.425,0.5,1.0,0.16875,3,4,12,0,0,0,0,2,2,0,4,Orthodox,190.5,190.5,205,1,0,0,21.08333333,0.373333333,0.333333333,1.6666666669999999,0.211666667,5,4,24,1,0,0,4,3,1,0,8,Orthodox,187.96,187.96,205,30,41,1,1,-2,-4,0,-12,-1,-1,1,2.54,2.54,-11,-5.83333333,0.166666667,-0.666666667,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3376,Soa Palelei,-170,160,58.82352941,160.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Heavyweight,MALE,3,0,1,0,25.0,0.625,0.0,2.5,1.0,1,1,6,0,0,0,0,1,0,0,1,Orthodox,193.04,205.74,265,1,0,0,17.0,0.564545455,0.090909091,0.0,0.0,1,6,18,0,0,0,1,4,0,0,5,Orthodox,180.34,187.96,235,34,36,1,1,0,-4,5,-12,0,-3,0,12.7,17.78,-2,8.0,-0.090909091,2.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,2:09,129.0,,,,,,,,,,,,,,,,,,,,,,,,
3377,Clint Hester,-140,130,71.42857143,130.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Middleweight,MALE,3,0,1,0,66.0,0.46,0.0,0.0,0.0,1,0,3,0,0,0,0,1,0,0,1,Orthodox,187.96,195.58,205,0,2,0,20.0,0.635,0.0,1.0,0.2,2,0,4,0,0,0,0,2,0,0,2,Switch,185.42,185.42,185,34,27,0,-1,-1,-1,0,-1,0,-1,0,2.54,10.16,7,46.0,0.0,-1.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,5:00,600.0,,,,,,,,,,,,,,,,,,,,,,,,
3378,Bethe Correia,-170,160,58.82352941,160.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,1,0,0,28.0,0.36,0.0,2.0,0.22,0,1,3,0,0,0,0,0,0,0,0,Orthodox,165.1,162.56,135,32,30,1,0,0,0,1,-3,0,0,0,0.0,0.0,2,-28.0,0.0,-2.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3379,Takeya Mizugaki,-325,295,30.76923077,295.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Red,False,Bantamweight,MALE,3,1,0,0,80.5,0.365,0.166666667,0.166666667,0.166666667,1,4,18,0,0,1,1,0,0,0,2,Orthodox,167.64,177.8,135,0,3,0,46.28571429,0.42142857100000003,0.14285714300000002,1.857142857,0.557142857,3,2,20,0,0,3,1,1,0,0,5,Orthodox,170.18,172.72,135,29,30,-1,-3,-2,-3,-2,-2,0,-1,0,-2.54,5.08,-1,34.21428571,0.023809524,-1.69047619,0,1,,10,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3380,Caio Magalhaes,-190,165,52.63157895,165.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Middleweight,MALE,3,0,1,0,21.5,0.395,2.5,1.5,0.315,1,1,5,0,0,0,0,0,1,0,1,Orthodox,185.42,185.42,185,1,0,0,56.4,0.426,0.2,1.0,0.2,2,2,15,0,0,0,2,0,1,0,3,Southpaw,182.88,187.96,185,34,25,1,1,-1,-2,1,-10,0,0,0,2.54,-2.54,9,-34.9,2.3,0.5,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3381,Justin Scoggins,310,-340,310.0,29.41176471,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,125,30,21,0,0,0,0,0,0,0,0,0,2.54,-7.62,9,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:43,283.0,,,,,,,,,,,,,,,,,,,,,,,,
3382,Krzysztof Jotko,-235,215,42.55319149,215.0,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Middleweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,185.42,195.58,185,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,185,26,24,0,0,0,0,0,0,0,0,0,10.16,20.32,2,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,,,,,,,,,,,,,,,,,,,,,,,,
3383,Alex Garcia,540,-660,540.0,15.15151515,12/6/2013,"Brisbane, Queensland, Australia", Australia,Blue,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,155,24,26,0,0,0,0,0,0,0,0,0,-2.54,-2.54,-2,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,0:43,43.0,,,,,,,,,,,,,,,,,,,,,,,,
3384,Nate Diaz,-120,110,83.33333333,110.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Lightweight,MALE,3,2,0,0,42.66666667,0.42166666700000005,1.277777778,0.833333333,0.36,5,7,43,2,0,1,1,1,8,0,11,Southpaw,182.88,193.04,170,1,0,0,29.30769231,0.37076923100000003,0.692307692,2.384615385,0.463076923,8,4,39,2,0,3,5,1,0,0,9,Orthodox,175.26,177.8,155,34,28,-1,0,-3,2,-3,4,0,0,8,7.62,15.24,6,13.35897436,0.5854700860000001,-1.551282052,0,1,8,5,,,,,,,,,5.0,,,,,,,,,,,,,8.0,,,,,Red,KO/TKO,Punches,1.0,2:38,158.0,0.0,0.0,5.0,33.0,15.0,55.0,0.33,0.6,6.0,34.0,16.0,56.0,1.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3385,Julianna Pena,-290,260,34.48275862,260.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,True,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,172.72,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,135,24,36,0,0,0,0,0,0,0,0,0,2.54,-2.54,-12,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1.0,4:59,299.0,0.0,0.0,33.0,4.0,76.0,5.0,0.43,0.8,66.0,8.0,119.0,9.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
3386,Chris Holdsworth,-200,185,50.0,185.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,True,Bantamweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,135,26,27,0,0,0,0,0,0,0,0,0,-7.62,-5.08,-1,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2.0,2:10,430.0,0.0,0.0,15.0,18.0,50.0,44.0,0.3,0.4,41.0,19.0,78.0,45.0,1.0,0.0,2.0,3.0,0.5,0.0,1.0,0.0,2.0,0.0,0.0,0.0
3387,Jessamyn Duke,-245,225,40.81632653,225.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,177.8,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,185.42,135,27,33,0,0,0,0,0,0,0,0,0,5.08,-7.62,-6,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,123.0,34.0,185.0,147.0,0.66,0.23,201.0,45.0,265.0,158.0,1.0,0.0,2.0,0.0,0.5,0.0,3.0,0.0,0.0,1.0,0.0,0.0
3388,Raquel Pennington,400,-450,400.0,22.22222222,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Women's Bantamweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,170.18,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,125,31,25,0,0,0,0,0,0,0,0,0,0.0,-5.08,6,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,42.0,80.0,194.0,133.0,0.21,0.6,63.0,86.0,218.0,140.0,0.0,1.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
3389,Akira Corassani,177,-192,177.0,52.08333333,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,False,Featherweight,MALE,3,0,1,0,35.0,0.29,0.5,1.0,0.25,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,180.34,145,0,2,0,46.5,0.515,0.0,1.0,0.165,2,0,6,0,0,1,1,0,0,0,2,Orthodox,172.72,172.72,145,31,30,0,-1,-1,-1,-1,0,0,0,0,0.0,7.62,1,-11.5,0.5,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,DQ,,1.0,0:25,25.0,0.0,0.0,1.0,5.0,2.0,7.0,0.5,0.71,1.0,7.0,2.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,Tom Niinimaki,-105,-105,95.23809524,95.23809524,11/30/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,145,0,3,0,17.0,0.39399999999999996,1.0,2.2,0.292,3,1,13,0,0,0,3,0,1,0,4,Orthodox,167.64,170.18,135,29,31,0,-3,-3,-4,1,-13,0,0,-1,7.62,5.08,-2,-17.0,-1.0,-2.2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,0.0,0.0,15.0,17.0,33.0,27.0,0.45,0.62,24.0,54.0,43.0,64.0,2.0,4.0,3.0,6.0,0.66,0.66,4.0,0.0,2.0,5.0,1.0,1.0
3391,Jared Rosholt,-245,225,40.81632653,225.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,False,Heavyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,195.58,195.58,250,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,190.5,265,27,30,0,0,0,0,0,0,0,0,0,7.62,5.08,-3,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,2.0,33.0,18.0,105.0,71.0,0.31,0.25,73.0,19.0,150.0,72.0,1.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,Sean Spencer,-230,210,43.47826087,210.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,False,Welterweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,155,0,1,0,55.5,0.245,0.0,0.0,0.0,1,1,6,0,0,1,0,0,0,0,1,Southpaw,177.8,190.5,170,26,25,0,-1,-1,-1,1,-6,0,0,0,-5.08,-12.7,1,-55.5,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,105.0,61.0,270.0,226.0,0.38,0.26,109.0,67.0,274.0,236.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,Joshua Sampo,-115,105,86.95652174,105.0,11/30/2013,"Las Vegas, Nevada, USA", USA,Red,False,Flyweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,172.72,125,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,162.56,162.56,125,29,24,0,0,0,0,0,0,0,0,0,2.54,10.16,5,0.0,0.0,0.0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3394,Georges St-Pierre,-192,177,52.08333333,177.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,True,Welterweight,MALE,5,0,6,0,28.36363636,0.5790909089999999,0.454545455,3.272727273,0.295454545,6,1,24,0,1,2,2,5,0,0,10,Southpaw,175.26,175.26,185,0,11,0,57.65,0.5655,1.1,4.2,0.74,11,2,63,13,0,1,10,5,2,0,18,Orthodox,180.34,193.04,185,32,30,0,-5,-5,-8,1,-39,-13,0,-2,-5.08,-17.78,2,-29.28636364,-0.645454545,-0.9272727270000001,0,1,1,0,,,,,,,,0.0,,,,,2.0,,,,,,,,1.0,,,,,,Red,S-DEC,,5.0,5:00,1500.0,0.0,0.0,101.0,85.0,221.0,194.0,0.45,0.43,125.0,142.0,245.0,252.0,3.0,2.0,6.0,4.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0
3395,Rashad Evans,-240,220,41.66666667,220.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,False,Light Heavyweight,MALE,3,0,1,0,31.30769231,0.492307692,0.307692308,2.8461538460000004,0.47230769200000006,3,6,31,3,0,0,5,0,2,0,7,Southpaw,185.42,187.96,205,0,1,0,28.88235294,0.37294117600000004,0.0,2.882352941,0.392941176,5,4,50,4,1,4,3,5,0,0,13,Orthodox,182.88,190.5,205,34,36,0,0,-2,-6,-2,-19,-1,-5,2,2.54,-2.54,-2,2.42533937,0.307692308,-0.036199095,0,1,6,4,,,,,,4.0,,,,,,,,,,,,,6.0,,,,,,,,Red,KO/TKO,Punches,1.0,4:05,245.0,0.0,0.0,20.0,3.0,28.0,14.0,0.71,0.21,32.0,15.0,42.0,26.0,1.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0
3396,Robbie Lawler,-410,365,24.390243899999998,365.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,0,2,0,22.0,0.452222222,0.0,1.5555555559999998,0.611111111,3,3,17,0,0,0,2,4,0,0,6,Southpaw,180.34,187.96,170,0,5,0,44.57142857,0.502857143,0.571428571,2.142857143,0.43714285700000005,5,1,16,0,0,0,3,2,1,0,6,Orthodox,182.88,193.04,170,24,31,0,-3,-2,0,-2,1,0,2,-1,-2.54,-5.08,-7,-22.57142857,-0.571428571,-0.587301587,0,1,10,3,,,,,,,,3.0,,,,,,,,,,,,,10.0,,,,,,Red,S-DEC,,3.0,5:00,900.0,0.0,1.0,37.0,44.0,107.0,102.0,0.34,0.43,41.0,65.0,111.0,126.0,4.0,0.0,6.0,0.0,0.66,0.0,1.0,0.0,2.0,2.0,0.0,1.0
3397,Tyron Woodley,100,-110,100.0,90.90909091,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Welterweight,MALE,3,1,0,0,37.5,0.655,0.0,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,175.26,187.96,170,2,0,0,18.72727273,0.404545455,0.318181818,1.772727273,0.502272727,5,7,48,1,0,1,5,6,3,0,15,Orthodox,177.8,185.42,170,35,31,1,0,-4,-14,6,-44,-1,-5,-3,-2.54,2.54,4,18.77272727,-0.318181818,-1.772727273,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,4:38,278.0,0.0,2.0,5.0,22.0,15.0,34.0,0.33,0.64,7.0,47.0,17.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,Ali Bagautinov,-160,150,62.5,150.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Blue,False,Flyweight,MALE,3,0,1,0,38.0,0.55,1.0,3.0,0.6,1,0,3,0,0,0,0,1,0,0,1,Orthodox,162.56,165.1,125,0,2,0,77.0,0.483333333,2.0,4.333333333,0.5,2,1,9,0,0,0,2,0,0,0,2,Southpaw,170.18,167.64,135,26,28,0,-1,-1,-1,1,-6,0,1,0,-7.62,-2.54,-2,-39.0,-1.0,-1.333333333,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,0.0,0.0,48.0,43.0,158.0,150.0,0.3,0.28,72.0,43.0,188.0,150.0,2.0,1.0,4.0,4.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0
3399,Donald Cerrone,-125,115,80.0,115.0,11/16/2013,"Las Vegas, Nevada, USA", USA,Red,False,Lightweight,MALE,3,1,0,0,61.54545455,0.37727272700000003,1.0909090909999999,1.454545455,0.381818182,4,4,28,0,0,3,1,1,1,1,7,Southpaw,177.8,177.8,155,1,0,0,47.1,0.473,0.2,0.9,0.265,4,3,21,0,0,0,3,2,2,0,7,Orthodox,185.42,185.42,155,30,31,0,0,0,0,-1,7,0,0,-1,-7.62,-7.62,-1,14.44545455,0.8909090909999999,0.554545455,0,1,,10,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,Red,SUB,Triangle Choke,2.0,3:49,529.0,1.0,0.0,32.0,24.0,67.0,72.0,0.47,0.33,34.0,29.0,69.0,77.0,1.0,0.0,2.0,4.0,0.5,0.0,1.0,0.0,2.0,0.0,1.0,1.0
